GEOG,2000_POP,2010_POP,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,POLISH,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER
The Loop,16388,29283,35010,5279,14266,6812,5493,1932,1112,116,32.9,21691,2115,4003,6162,1039,31013,32743,23319,22051,1172,9424,1765,20101,4957,766,4921,8896,561,N/A,8009,8978,1493,92,26192,422,1422,2831,1089,10479,9949,3120,1760,2245,2351,3460,5636,97980,18572,7484,11088,3528,22100,413,145,73,26,21443,3.7,9172,6924,2383,3621,N/A,11111,8354,2372,188,75,16754,Professional,Finance,Education,Health Care,Administration,3594,2290,1695,1688,1070,396049,Professional,Finance,Education,Public Administration,Administration,96981,70975,61782,49420,28707,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,6542,4606,1884,1392,317,Outside of Chicago,Lake View,Near North Side,Lincoln Park,West Town,174094,17876,15170,11097,10567,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7080,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.001,1059.099,7.622,0.00720,80.460,0.07597,0.724,0.00068,213.304,0.20140,34.076,0.03217,0.608,0.00057,425.218,0.40149,N/A,N/A,249.864,0.23592,47.223,0.04459,9681,6775,1600,516,6394,256,12178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26112,7522,33634,25293,8341,2441,25293,1691,841,1618,249,216,422,1085,2124,95,10169,975,3221,1625,398
Uptown,63551,56362,56296,7030,18725,13253,10706,3333,1977,1272,37.5,30456,7468,10970,5773,1629,53746,50191,35626,32640,2971,14565,2302,29843,10382,1485,14460,2817,699,N/A,12119,12675,3815,627,45288,4800,7414,6254,2329,15315,9176,9629,5794,4321,3120,3293,3079,45644,29236,8482,20754,3292,32528,1385,533,627,2289,27626,4.1,2061,5824,8051,16592,N/A,18102,9009,4397,803,217,26725,Professional,Health Care,Accommodation and Food Service,Education,Finance,3677,3553,3045,2567,2227,12634,Health Care,Education,Retail Trade,Accommodation and Food Service,Real Estate,5825,1389,1095,918,746,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7710,6166,3721,1704,1220,Outside of Chicago,Uptown,Edgewater,West Ridge,Rogers Park,3952,1220,672,510,508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.928,1487.390,84.762,0.05699,352.411,0.23693,23.782,0.01599,69.504,0.04673,243.701,0.16384,8.770,0.00590,340.829,0.22915,N/A,N/A,355.418,0.23895,8.213,0.00552,15481,9078,2842,1835,9591,1171,19645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39772,14261,54033,34412,19621,8791,34412,6853,1784,479,827,839,600,1860,3122,3257,26784,12674,13415,8206,2472
Washington Heights,29843,26493,27055,6131,5059,4848,5800,2476,1996,745,42.0,170,324,25981,8,572,26833,22453,13093,10653,2440,9360,261,10104,6443,1033,2415,102,111,N/A,1682,4413,2521,893,18931,1917,5570,5537,1588,2775,1544,2787,2467,1405,1224,1244,382,44491,9509,6535,2974,927,10436,7901,168,512,630,1208,6.4,306,1369,5813,2948,N/A,1062,2384,4699,1695,596,8625,Health Care,Education,Administration,Retail Trade,Public Administration,1508,1062,826,824,730,2164,Health Care,Information,Retail Trade,Education,Accommodation and Food Service,529,435,358,351,196,Outside of Chicago,The Loop,Near North Side,Near West Side,Near South Side,2877,1928,683,509,138,Outside of Chicago,Washington Heights,Auburn Gresham,Roseland,South Shore,995,105,86,83,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.841,1828.185,795.734,0.43526,68.952,0.03772,9.911,0.00542,55.557,0.03039,84.480,0.04621,36.641,0.02004,676.112,0.36983,N/A,N/A,49.076,0.02684,51.723,0.02829,2621,3027,1822,2039,6708,1280,2801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25593,401,25994,25057,937,133,25057,359,17,6,0,0,0,8,246,301,193,231,29108,9,302
Washington Park,14146,11717,11868,4604,2783,2001,1686,409,228,157,27.8,48,216,11199,14,391,11809,8045,4921,3607,1314,3124,103,3398,1472,249,1344,282,51,N/A,2015,1923,366,47,6463,1152,1786,1840,418,841,426,2256,954,656,212,204,69,23742,4351,653,3698,1305,5656,299,181,421,1188,3561,5.4,589,1090,1554,2423,N/A,1040,1976,2003,512,125,3446,Health Care,Administration,Retail Trade,Education,Accommodation and Food Service,673,413,363,334,331,540,Accommodation and Food Service,Administration,Education,Other Service,Construction,88,71,67,54,51,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,1048,580,294,244,96,Outside of Chicago,South Shore,Woodlawn,Grand Boulevard,Washington Park,225,18,17,16,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8614,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.810,972.770,15.287,0.01571,128.873,0.13248,5.143,0.00529,20.872,0.02146,46.652,0.04796,9.098,0.00935,229.764,0.23620,N/A,N/A,349.010,0.35878,168.071,0.17278,1633,955,716,1047,2558,1285,1793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10388,148,10536,10087,449,133,10087,265,0,27,6,0,0,6,64,81,74,134,13798,5,135
West Elsdon,15921,18109,19958,6579,4681,4097,2634,1279,470,219,30.7,2845,16585,213,310,5,19938,14871,9647,8446,1201,5224,109,8035,5444,824,1440,289,37,N/A,523,1600,2028,976,11575,3421,4193,2031,734,864,332,987,1538,1112,605,768,115,50793,5126,3641,1484,260,5386,3891,139,391,568,383,5.9,93,863,3736,694,N/A,223,1824,2067,899,372,6446,Manufacturing,Accommodation and Food Service,Administration,Retail Trade,Health Care,868,710,678,640,602,1571,Retail Trade,Accommodation and Food Service,Health Care,Finance,Wholesale Trade,377,373,147,132,127,Outside of Chicago,The Loop,Near North Side,Near West Side,Archer Heights,2681,1001,366,346,148,Outside of Chicago,West Elsdon,West Lawn,Gage Park,South Lawndale,725,119,62,61,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.337,750.943,339.224,0.45173,41.775,0.05563,5.020,0.00668,47.140,0.06277,15.278,0.02035,35.242,0.04693,239.691,0.31919,N/A,N/A,16.059,0.02138,11.515,0.01533,785,979,799,2563,4103,691,1023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11087,7729,18816,3267,15548,5988,3267,14186,1021,216,4,10,9,1,64,38,7461,7875,74,136,375
West Englewood,45282,35505,30798,8793,6447,5714,5110,2779,1476,479,35.4,244,1890,28249,6,409,30551,23815,12858,8532,4326,10957,300,7992,4332,588,2657,356,59,N/A,3418,3955,1804,478,19775,4483,8295,4507,993,1085,412,4559,2634,1367,613,330,152,27223,9655,4636,5019,3316,12971,6402,251,3913,1515,867,6.1,398,1208,4482,6883,N/A,1078,3796,5040,1886,1171,9175,Health Care,Retail Trade,Administration,Accommodation and Food Service,Transportation,1759,1141,1043,853,735,1578,Health Care,Retail Trade,Education,Accommodation and Food Service,Other Service,642,386,112,97,73,Outside of Chicago,The Loop,Near North Side,Near West Side,Near South Side,3641,1222,585,532,150,Outside of Chicago,West Englewood,Chicago Lawn,Auburn Gresham,Greater Grand Crossing,704,76,58,45,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.983,2019.001,500.617,0.24795,199.367,0.09875,18.536,0.00918,51.515,0.02552,95.564,0.04733,42.356,0.02098,754.577,0.37374,N/A,N/A,81.988,0.04061,274.480,0.13595,2918,2286,1736,2715,6400,1868,3255,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27870,840,28710,27152,1558,701,27152,1467,5,0,10,12,0,0,43,21,164,459,44271,29,359
West Garfield Park,23019,18001,17499,6290,3642,3117,2622,924,698,205,28.8,277,363,16713,33,113,17314,12391,5770,4687,1083,6621,157,4373,2297,192,1535,155,195,N/A,2410,1941,658,305,9715,2761,3652,2228,563,387,123,2861,1094,772,375,142,69,22698,5313,1391,3922,2219,7532,786,62,2875,1906,1897,5.9,245,286,924,6077,N/A,1399,2097,3028,776,231,5318,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1029,686,616,471,441,4217,Public Administration,Retail Trade,Manufacturing,Health Care,Finance,2202,442,345,273,216,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2142,655,338,331,218,Outside of Chicago,Austin,Norwood Park,Garfield Ridge,Dunning,1056,145,137,108,98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.175,828.578,50.696,0.06118,190.447,0.22985,9.528,0.01150,36.680,0.04427,44.595,0.05382,38.973,0.04704,333.666,0.40270,N/A,N/A,4.923,0.00594,119.069,0.14370,1486,1263,927,1636,3610,1431,1703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15489,137,15627,15273,353,103,15273,289,0,0,0,0,0,5,50,9,133,201,22564,18,103
West Lawn,29235,33355,33595,11317,7883,7120,4544,1597,764,370,31.1,5008,27169,1154,193,71,33580,24706,16702,14472,2230,8004,206,13565,9039,2067,2020,393,46,N/A,776,3150,3244,1764,20087,6374,6934,3369,1154,1783,473,1595,2786,1851,1261,1130,311,50973,8934,6434,2500,769,9703,6649,90,1185,844,876,6.3,263,1024,6541,1875,N/A,838,2294,3775,1975,821,11618,Manufacturing,Health Care,Accommodation and Food Service,Administration,Retail Trade,1658,1183,1175,1165,1145,5848,Manufacturing,Retail Trade,Education,Accommodation and Food Service,Health Care,1966,1247,681,572,459,Outside of Chicago,The Loop,Near North Side,Near West Side,West Lawn,4973,1730,664,616,268,Outside of Chicago,West Lawn,Chicago Lawn,Ashburn,Gage Park,2874,268,198,179,116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.884,1889.699,615.390,0.32565,84.490,0.04471,10.794,0.00571,169.172,0.08952,105.779,0.05598,192.902,0.10208,636.690,0.33693,N/A,N/A,35.653,0.01887,38.829,0.02055,1489,1726,1431,4288,7169,1162,1765,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19578,11861,31439,8201,23238,9546,8201,22377,400,8,47,134,0,6,266,0,12540,15179,760,272,484
West Pullman,36649,29651,27582,7743,5668,4806,5160,2552,1322,329,36.2,281,1488,25530,70,213,27505,21471,12774,9530,3244,8697,335,8924,5742,955,1850,235,141,N/A,1804,4025,2485,876,17446,2888,5438,5260,1139,1779,942,3585,2244,1452,860,731,315,35410,9188,5636,3553,2083,11272,7679,357,1920,606,512,6.3,280,1263,5714,4014,N/A,609,2926,5430,1646,660,8696,Health Care,Education,Retail Trade,Administration,Transportation,1618,932,916,852,756,975,Retail Trade,Manufacturing,Wholesale Trade,Health Care,Construction,314,208,142,121,55,Outside of Chicago,The Loop,Near North Side,Near West Side,Roseland,3717,1637,484,406,139,Outside of Chicago,West Pullman,Roseland,Morgan Park,West Englewood,609,46,34,23,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.933,2281.111,855.909,0.37522,116.873,0.05124,12.408,0.00544,45.031,0.01974,87.810,0.03849,60.410,0.02648,798.338,0.34998,0.213,0.00009,87.397,0.03831,216.723,0.09501,2596,2523,1645,2424,6279,1657,2909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25010,927,25938,24048,1889,901,24048,1654,61,0,11,0,0,0,83,80,328,1699,34277,16,329
West Ridge,73199,71942,73723,19951,16264,14581,13704,5138,2765,1320,35.6,31806,13366,8936,16641,2974,72056,56929,37221,33803,3418,19708,1052,32095,18925,3765,6172,2666,567,N/A,3998,11932,6836,2016,49134,8301,11028,7567,2830,12247,7161,6180,6501,3965,2652,3302,2182,48701,24782,11703,13079,3173,27955,5301,1464,2790,6247,12112,5.4,868,3112,12106,11869,N/A,7302,10003,8608,1294,748,26015,Health Care,Retail Trade,Accommodation and Food Service,Education,Professional,4803,2818,2502,2405,2111,10867,Health Care,Retail Trade,Professional,Accommodation and Food Service,Other Service,5611,1239,1076,725,507,Outside of Chicago,The Loop,Near North Side,West Ridge,Near West Side,11702,3514,1718,1408,974,Outside of Chicago,West Ridge,Edgewater,Rogers Park,Albany Park,5335,1408,374,365,220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.958,2259.621,553.235,0.24484,511.714,0.22646,27.335,0.01210,140.024,0.06197,169.041,0.07481,2.584,0.00114,655.620,0.29015,N/A,N/A,188.531,0.08343,11.538,0.00511,6877,7323,3399,7183,15931,1932,8851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36995,31195,68190,28992,39198,17715,28992,10025,3327,1042,1843,2562,505,3167,11546,5181,36403,11353,4962,16347,4134
West Town,87435,82236,85307,14797,36427,20110,8722,3175,1478,598,32.1,50366,22561,6565,3464,2351,84674,72616,59090,55982,3109,13526,3904,51007,22318,3516,18344,5842,987,N/A,8106,19734,8414,1509,64879,6703,7162,7563,2196,26155,15100,6299,5789,5645,4815,6335,8854,80896,37737,14215,23522,3350,41087,4105,1642,5455,14070,15775,4.9,8387,6651,4643,21406,N/A,8688,19432,10034,2325,608,45126,Professional,Health Care,Accommodation and Food Service,Finance,Education,6869,4829,4180,4047,4033,40141,Administration,Health Care,Accommodation and Food Service,Retail Trade,Other Service,12264,5758,4402,3332,2802,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,13583,10567,5546,3819,3052,Outside of Chicago,West Town,Logan Square,Austin,Lake View,17243,3052,1530,924,894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.627,2928.441,224.126,0.07653,685.503,0.23408,137.892,0.04709,162.088,0.05535,132.676,0.04531,190.733,0.06513,1085.936,0.37082,N/A,N/A,242.089,0.08267,67.398,0.02302,13589,14434,5049,4665,15803,2240,21934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65946,13361,79307,56316,22991,10183,56316,15563,3801,352,465,106,212,317,1969,206,34445,40966,7979,1510,2535
Woodlawn,27086,23740,23808,7814,5480,4127,3748,1693,696,250,30.7,1921,696,20029,663,499,22367,18119,9204,7492,1712,8915,392,6938,3273,456,2197,906,107,N/A,3958,3646,1278,186,13652,2030,3099,3954,1182,1779,1608,4610,1972,936,701,582,323,24603,9124,2080,7044,2918,12042,962,455,2046,2990,5560,5.3,970,2857,3687,4528,N/A,3090,3701,3776,1220,255,7504,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1337,1067,780,755,710,2597,Health Care,Education,Accommodation and Food Service,Real Estate,Other Service,860,499,264,257,229,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2564,1321,541,449,433,Outside of Chicago,Woodlawn,South Shore,Grand Boulevard,Hyde Park,772,175,110,99,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.809,1325.313,63.918,0.04823,253.745,0.19146,6.418,0.00484,35.461,0.02676,141.277,0.10660,3.765,0.00284,341.126,0.25739,N/A,N/A,357.380,0.26966,122.222,0.09222,4012,2143,1152,1817,4643,1714,4481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20590,1290,21880,20055,1825,443,20055,564,42,300,75,22,61,45,446,271,761,288,25518,207,312
